Time;Gaze.X;GazeY;SubjectID;Snippet;Indentation;TrialNumber
9590932,8885;1364,58544088356;654,43841377187;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9590965,351;1361,20674187261;626,432778772597;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9590978,6294;1359,12506079789;607,502778855035;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9590994,1314;1337,73805922344;594,965309501866;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591007,8011;1328,92459490756;603,445393824937;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591024,8987;1336,54117993923;617,551914312247;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591038,9686;1342,33648976801;640,798025884613;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591054,0536;1328,43471027887;626,501977894164;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591069,8836;1331,40617309962;626,910837946315;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591084,6162;1339,7513702025;605,170621306663;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591114,8292;1350,22541048324;599,716142894439;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591129,2145;1351,80660228688;611,081495531114;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591143,8779;1351,89356993166;614,100964583151;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591160,047;1353,13748171232;621,793827572308;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591174,4398;1354,62058016477;618,915373695528;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591188,1456;1343,37426521772;660,992078009576;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591203,6208;1341,1530871545;661,763371221185;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591219,6929;1337,39976365648;659,239622060814;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591238,9068;1332,22932105214;661,870465265854;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591272,2853;1339,3683855848;676,889336484562;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591285,0154;1355,38323674959;705,1791995157;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591301,7755;1374,12173115952;739,271594909102;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
9591317,1342;1396,36020505995;798,030177449293;1f8beed4-69ae-46f5-bf29-bccf2570dd3c;FixationCross_0;4;0
