Time;Gaze.X;GazeY;SubjectID;Snippet;Indentation;TrialNumber
2157072,77878168;942,793343681056;420,173052329068;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157089,86285805;945,038760447358;415,748195864025;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157118,55623673;935,224508095287;407,775711496721;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157133,88860664;935,485563039036;404,327957961346;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157146,57010816;936,462539549876;396,231486291877;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157168,76076051;936,394051342909;395,943353645533;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157183,80868552;938,546467546439;404,890921321009;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157195,57285226;936,51147672643;413,990852978364;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157208,57830491;939,749457837104;412,18416055687;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157223,08025376;938,334520860735;406,059539871953;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157242,06497512;937,937278394631;410,527821510446;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157270,21553812;934,947778433773;411,126047686857;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157281,38671627;938,530854881236;400,847176861486;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157297,42980335;938,158921298382;397,789870243463;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157312,41688876;935,205867778343;402,374211797333;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157326,50915794;936,112063973529;411,076234999981;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157342,24172601;936,629876442883;414,978304159984;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157357,42831791;941,229138500631;416,729314682161;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157372,37747734;944,510526348657;417,991059958638;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157387,50125432;950,610365622307;421,869592230031;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157417,68441313;969,874257016722;458,383435517157;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157432,38349809;966,015970116808;450,232508541222;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157447,75300386;968,043123054669;467,738250828606;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157461,45297612;967,892719626407;461,664204617628;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157477,51937188;968,717639691555;461,777898227282;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157492,57796358;969,330954309479;471,79891108395;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157506,48257815;967,867625557126;472,932619997647;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157522,45415894;968,198063127297;475,552959936745;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157537,58070136;970,065940930176;480,262717826452;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157568,64563934;971,812692035405;489,294307885968;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157582,58976014;971,602022129115;491,883926363474;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
2157596,5868193;971,463557669109;495,170414346695;24aed847-17a0-4cf8-98e5-700acd0e937f;FixationCross_0;4;0
